Symbol	Name	LastSale	MarketCap	IPOyear	Sector	Industry	Exchange	Currency
MARPS	Marine Petroleum Trust	4.91	$9.82M	NA	Energy	Oil & Gas Production	NASDAQ	USD
MASI	Masimo Corporation	88.53	$4.46B	2007	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	NASDAQ	USD
MAT	Mattel, Inc.	25.76	$8.81B	NA	Consumer Non-Durables	Recreational Products/Toys	NASDAQ	USD
MATR	Mattersight Corporation	3.55	$94.51M	NA	Technology	EDP Services	NASDAQ	USD
MATW	Matthews International Corporation	67.6	$2.18B	1994	Capital Goods	Metal Fabrications	NASDAQ	USD
MAUI	AdvisorShares Market Adaptive Unconstrained Income ETF	24.35	$1.22M	NA	NA	NA	NASDAQ	USD
MAYS	J. W. Mays, Inc.	41.5	$83.65M	NA	Consumer Services	Building operators	NASDAQ	USD
MB	MINDBODY, Inc.	25.95	$1.05B	2015	Technology	EDP Services	NASDAQ	USD
MBCN	Middlefield Banc Corp.	41	$92.29M	NA	Finance	Major Banks	NASDAQ	USD
MBFI	MB Financial Inc.	45.43	$3.8B	NA	Finance	Major Banks	NASDAQ	USD
MBFIP	MB Financial Inc.	26.5803	$106.32M	NA	Finance	Major Banks	NASDAQ	USD
MBII	Marrone Bio Innovations, Inc.	2	$49.32M	2013	Basic Industries	Agricultural Chemicals	NASDAQ	USD
MBOT	Microbot Medical Inc. 	6.03	$164.32M	NA	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	NASDAQ	USD
MBRG	Middleburg Financial Corporation	35.96	$259.09M	NA	Finance	Major Banks	NASDAQ	USD
MBRX	Moleculin Biotech, Inc.	1.02	$12.41M	2016	Health Care	Major Pharmaceuticals	NASDAQ	USD
MBSD	FlexShares Disciplined Duration MBS Index Fund	24.1702	$33.84M	NA	NA	NA	NASDAQ	USD
MBTF	M B T Financial Corp	10.9	$247.84M	NA	Finance	Major Banks	NASDAQ	USD
MBUU	Malibu Boats, Inc.	20.84	$371.6M	2014	Capital Goods	Marine Transportation	NASDAQ	USD
MBVT	Merchants Bancshares, Inc.	51.9	$357.37M	NA	Finance	Major Banks	NASDAQ	USD
MBVX	MabVax Therapeutics Holdings, Inc.	3.06	$19.27M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
MBWM	Mercantile Bank Corporation	33.5	$549.96M	1998	Finance	Major Banks	NASDAQ	USD
MCBC	Macatawa Bank Corporation	10.2	$346.2M	NA	Finance	Major Banks	NASDAQ	USD
MCEF	First Trust Municipal CEF Income Opportunity ETF	18.57	$7.43M	NA	NA	NA	NASDAQ	USD
MCEP	Mid-Con Energy Partners, LP	2.68	$80.16M	2011	Energy	Oil & Gas Production	NASDAQ	USD
MCFT	MCBC Holdings, Inc.	14.94	$278.46M	2015	Capital Goods	Marine Transportation	NASDAQ	USD
MCHI	iShares MSCI China ETF	49.08	$2.3B	NA	NA	NA	NASDAQ	USD
MCHP	Microchip Technology Incorporated	72.83	$15.76B	1993	Technology	Semiconductors	NASDAQ	USD
MCHX	Marchex, Inc.	2.67	$115.23M	2004	Miscellaneous	Business Services	NASDAQ	USD
MCRB	Seres Therapeutics, Inc.	9.09	$366.83M	2015	Health Care	Major Pharmaceuticals	NASDAQ	USD
MCRI	Monarch Casino & Resort, Inc.	26.65	$462.87M	1993	Consumer Services	Hotels/Resorts	NASDAQ	USD
MDCA	MDC Partners Inc.	8.95	$446.92M	NA	Technology	Advertising	NASDAQ	USD
MDCO	The Medicines Company	52.06	$3.69B	2000	Health Care	Major Pharmaceuticals	NASDAQ	USD
MDGL	Madrigal Pharmaceuticals, Inc.	15.65	$181.07M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
MDGS	Medigus Ltd.	0.612	$4.71M	NA	Health Care	Medical/Dental Instruments	NASDAQ	USD
MDIV	First Trust Multi-Asset Diversified Income Index Fund	19.71	$881.04M	NA	NA	NA	NASDAQ	USD
MDLZ	Mondelez International, Inc.	45.38	$70.09B	NA	Consumer Non-Durables	Packaged Foods	NASDAQ	USD
MDRX	Allscripts Healthcare Solutions, Inc.	12.05	$2.23B	NA	Technology	EDP Services	NASDAQ	USD
MDSO	Medidata Solutions, Inc.	55.6	$3.21B	2009	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
MDSY	ModSys International Ltd.	0.998	$19.04M	NA	Technology	EDP Services	NASDAQ	USD
MDVX	Medovex Corp.	1.23	$22.77M	2015	Health Care	Medical/Dental Instruments	NASDAQ	USD
MDVXW	Medovex Corp.	0.2029	NA	2015	Health Care	Medical/Dental Instruments	NASDAQ	USD
MDWD	MediWound Ltd.	5.85	$128.29M	2014	Consumer Durables	Specialty Chemicals	NASDAQ	USD
MDXG	MiMedx Group, Inc	7.965	$872.28M	NA	Health Care	Medical/Dental Instruments	NASDAQ	USD
MEDP	Medpace Holdings, Inc.	36.11	$1.47B	2016	Health Care	Biotechnology: Commercial Physical & Biological Resarch	NASDAQ	USD
MEET	MeetMe, Inc.	4.91	$289.02M	NA	Consumer Services	Advertising	NASDAQ	USD
MEIP	MEI Pharma, Inc.	1.71	$62.88M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
MELI	MercadoLibre, Inc.	207.79	$9.18B	2007	Miscellaneous	Business Services	NASDAQ	USD
MELR	Melrose Bancorp, Inc.	17.9999	$46.84M	2014	Finance	Major Banks	NASDAQ	USD
MEMP	Memorial Production Partners LP	0.1578	$13.23M	2011	Energy	Oil & Gas Production	NASDAQ	USD
MENT	Mentor Graphics Corporation	37.04	$4.06B	1984	Technology	EDP Services	NASDAQ	USD
MEOH	Methanex Corporation	51.95	$4.67B	NA	Basic Industries	Major Chemicals	NASDAQ	USD
MERC	Mercer International Inc.	12.15	$786.03M	NA	Basic Industries	Paper	NASDAQ	USD
MESO	Mesoblast Limited	6.4	$484.04M	2015	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	NASDAQ	USD
METC	Ramaco Resources, Inc.	10.92	$426.56M	2017	Energy	Coal Mining	NASDAQ	USD
MFIN	Medallion Financial Corp.	2.35	$56.83M	NA	Finance	Finance: Consumer Services	NASDAQ	USD
MFINL	Medallion Financial Corp.	15.53	NA	NA	Finance	Finance: Consumer Services	NASDAQ	USD
MFNC	Mackinac Financial Corporation	13.39	$83.87M	NA	Finance	Major Banks	NASDAQ	USD
MFRI	MFRI, Inc.	8.25	$62.44M	1989	Capital Goods	Pollution Control Equipment	NASDAQ	USD
MFSF	MutualFirst Financial Inc.	31.85	$233.28M	NA	Finance	Major Banks	NASDAQ	USD
MGCD	MGC Diagnostics Corporation	9.55	$41.9M	NA	Health Care	Medical/Dental Instruments	NASDAQ	USD
MGEE	MGE Energy Inc.	64.95	$2.25B	NA	Energy	Electric Utilities: Central	NASDAQ	USD
MGEN	Miragen Therapeutics, Inc.	13.99	$297.99M	2014	Health Care	Medical Specialities	NASDAQ	USD
MGI	Moneygram International, Inc.	12.77	$675.66M	NA	Miscellaneous	Business Services	NASDAQ	USD
MGIC	Magic Software Enterprises Ltd.	7.6	$337.01M	1991	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
MGLN	Magellan Health, Inc.	74.35	$1.73B	NA	Health Care	Hospital/Nursing Management	NASDAQ	USD
MGNX	MacroGenics, Inc.	19.6	$682.78M	2013	Health Care	Major Pharmaceuticals	NASDAQ	USD
MGPI	MGP Ingredients, Inc.	43.95	$732.16M	NA	Consumer Non-Durables	Beverages (Production/Distribution)	NASDAQ	USD
MGRC	McGrath RentCorp	37.99	$908.48M	1984	Technology	Diversified Commercial Services	NASDAQ	USD
MGYR	Magyar Bancorp, Inc.	13.1655	$76.63M	NA	Finance	Savings Institutions	NASDAQ	USD
MHLD	Maiden Holdings, Ltd.	16.5	$1.42B	NA	Finance	Property-Casualty Insurers	NASDAQ	USD
MICT	Micronet Enertec Technologies, Inc.	1.313	$8.38M	NA	Capital Goods	Electrical Products	NASDAQ	USD
MICTW	Micronet Enertec Technologies, Inc.	0.2404	NA	NA	Capital Goods	Electrical Products	NASDAQ	USD
MIDD	The Middleby Corporation	139.05	$8B	NA	Technology	Industrial Machinery/Components	NASDAQ	USD
MIII	M III Acquisition Corp.	9.81	$188.45M	2016	Finance	Business Services	NASDAQ	USD
MIIIU	M III Acquisition Corp.	10.04	NA	2016	Finance	Business Services	NASDAQ	USD
MIIIW	M III Acquisition Corp.	0.29	NA	2016	Finance	Business Services	NASDAQ	USD
MIK	The Michaels Companies, Inc.	21.09	$4.25B	2014	Consumer Services	Recreational Products/Toys	NASDAQ	USD
MILN	Global X Millennials Thematic ETF	16.5399	$4.14M	NA	NA	NA	NASDAQ	USD
MIME	Mimecast Limited	20.38	$1.12B	2015	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
MIND	Mitcham Industries, Inc.	4.7	$56.82M	1994	Technology	Diversified Commercial Services	NASDAQ	USD
MINDP	Mitcham Industries, Inc.	23.24	NA	NA	Technology	Diversified Commercial Services	NASDAQ	USD
MINI	Mobile Mini, Inc.	33.8	$1.5B	1994	Capital Goods	Metal Fabrications	NASDAQ	USD
MIRN	Mirna Therapeutics, Inc.	2.22	$46.26M	2015	Health Care	Major Pharmaceuticals	NASDAQ	USD
MITK	Mitek Systems, Inc.	5.85	$194.65M	NA	Technology	Computer peripheral equipment	NASDAQ	USD
MITL	Mitel Networks Corporation	6.83	$833.06M	NA	Technology	Radio And Television Broadcasting And Communications Equipment	NASDAQ	USD
MKSI	MKS Instruments, Inc.	66.7	$3.57B	1999	Capital Goods	Industrial Machinery/Components	NASDAQ	USD
MKTX	MarketAxess Holdings, Inc.	196.18	$7.37B	2004	Finance	Investment Bankers/Brokers/Service	NASDAQ	USD
MLAB	Mesa Laboratories, Inc.	126.45	$467.95M	NA	Capital Goods	Industrial Machinery/Components	NASDAQ	USD
MLHR	Herman Miller, Inc.	30.2	$1.81B	NA	Consumer Durables	Office Equipment/Supplies/Services	NASDAQ	USD
MLNK	ModusLink Global Solutions, Inc	1.6	$88.41M	NA	Miscellaneous	Business Services	NASDAQ	USD
MLNX	Mellanox Technologies, Ltd.	49.5	$2.44B	2007	Technology	Semiconductors	NASDAQ	USD
MLVF	Malvern Bancorp, Inc.	20.9	$137.11M	NA	Finance	Banks	NASDAQ	USD
MMAC	MMA Capital Management, LLC	22.25	$132.65M	NA	Finance	Real Estate	NASDAQ	USD
MMLP	Martin Midstream Partners L.P.	20	$709.01M	2002	Energy	Oil Refining/Marketing	NASDAQ	USD
MMSI	Merit Medical Systems, Inc.	29.6	$1.32B	NA	Health Care	Medical/Dental Instruments	NASDAQ	USD
MMYT	MakeMyTrip Limited	31.8	$1.64B	2010	Consumer Services	Transportation Services	NASDAQ	USD
MNDO	MIND C.T.I. Ltd.	2.7	$51.93M	NA	Technology	EDP Services	NASDAQ	USD
MNGA	MagneGas Corporation	0.49	$25.55M	NA	Technology	Industrial Machinery/Components	NASDAQ	USD
MNKD	MannKind Corporation	0.5141	$246.07M	2004	Health Care	Major Pharmaceuticals	NASDAQ	USD
MNOV	MediciNova, Inc.	6.1	$210.62M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
MNRO	Monro Muffler Brake, Inc.	58.5	$1.91B	1991	Consumer Services	Automotive Aftermarket	NASDAQ	USD
MNST	Monster Beverage Corporation	43.55	$24.87B	NA	Consumer Non-Durables	Beverages (Production/Distribution)	NASDAQ	USD
MNTA	Momenta Pharmaceuticals, Inc.	15.4	$1.1B	2004	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	NASDAQ	USD
MNTX	Manitex International, Inc.	7.65	$123.78M	NA	Technology	Industrial Machinery/Components	NASDAQ	USD
MOBL	MobileIron, Inc.	4.65	$414.9M	2014	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
MOCO	MOCON, Inc.	19.9	$115.62M	NA	Capital Goods	Industrial Machinery/Components	NASDAQ	USD
MOFG	MidWestOne Financial Group, Inc.	37.47	$428.52M	NA	Finance	Major Banks	NASDAQ	USD
MOGLC	Gabelli NextShares Trust	100.01	NA	NA	NA	NA	NASDAQ	USD
MOMO	Momo Inc.	25.86	$5.02B	2014	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
MORN	Morningstar, Inc.	81.72	$3.52B	2005	Finance	Investment Managers	NASDAQ	USD
MOSY	MoSys, Inc.	2.63	$17.44M	2001	Technology	Semiconductors	NASDAQ	USD
MOXC	Moxian, Inc.	3.04	$203.7M	NA	Technology	Computer Software: Programming, Data Processing	NASDAQ	USD
MPAA	Motorcar Parts of America, Inc.	28.37	$530.34M	NA	Capital Goods	Auto Parts:O.E.M.	NASDAQ	USD
MPB	Mid Penn Bancorp	26.95	$114.09M	NA	Finance	Major Banks	NASDAQ	USD
MPCT	iShares MSCI Global Impact ETF	49.9908	$20M	NA	NA	NA	NASDAQ	USD
MPEL	Melco Crown Entertainment Limited	16.06	$7.9B	2006	Consumer Services	Hotels/Resorts	NASDAQ	USD
MPVD	Mountain Province Diamonds Inc.	4.2	$671.24M	NA	Basic Industries	Precious Metals	NASDAQ	USD
MPWR	Monolithic Power Systems, Inc.	88.82	$3.62B	2004	Technology	Semiconductors	NASDAQ	USD
MRAM	Everspin Technologies, Inc.	10.15	$126.86M	2016	Technology	Semiconductors	NASDAQ	USD
MRCC	Monroe Capital Corporation	16.09	$266.73M	2012	NA	NA	NASDAQ	USD
MRCY	Mercury Systems Inc	37.59	$1.8B	1998	Capital Goods	Electrical Products	NASDAQ	USD
MRDN	Meridian Waste Solutions, Inc	2.83	$4.81M	NA	Basic Industries	Miscellaneous	NASDAQ	USD
MRDNW	Meridian Waste Solutions, Inc	0.6	NA	NA	Basic Industries	Miscellaneous	NASDAQ	USD
MRLN	Marlin Business Services Corp.	23.65	$297.33M	2003	Finance	Major Banks	NASDAQ	USD
MRNS	Marinus Pharmaceuticals, Inc.	1.37	$27M	2014	Health Care	Major Pharmaceuticals	NASDAQ	USD
MRTN	Marten Transport, Ltd.	24.35	$794.66M	1986	Transportation	Trucking Freight/Courier Services	NASDAQ	USD
MRTX	Mirati Therapeutics, Inc.	5.6	$139.59M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
MRUS	Merus N.V.	24.62	$379.32M	2016	Health Care	Major Pharmaceuticals	NASDAQ	USD
MRVC	MRV Communications, Inc.	7.9	$53.79M	1992	Technology	Semiconductors	NASDAQ	USD
MRVL	Marvell Technology Group Ltd.	16.01	$8.13B	2000	Technology	Semiconductors	NASDAQ	USD
MSBF	MSB Financial Corp.	16.1763	$92.38M	NA	Finance	Savings Institutions	NASDAQ	USD
MSBI	Midland States Bancorp, Inc.	35.26	$543.56M	2016	Finance	Major Banks	NASDAQ	USD
MSCC	Microsemi Corporation	53.14	$6.13B	NA	Technology	Semiconductors	NASDAQ	USD
MSDI	Monster Digital, Inc.	1.45	$11.34M	2016	Technology	Electronic Components	NASDAQ	USD
MSDIW	Monster Digital, Inc.	0.26	NA	2016	Technology	Electronic Components	NASDAQ	USD
MSEX	Middlesex Water Company	37.28	$607.26M	NA	Public Utilities	Water Supply	NASDAQ	USD
MSFG	MainSource Financial Group, Inc.	35.21	$847.48M	NA	Finance	Major Banks	NASDAQ	USD
MSFT	Microsoft Corporation	64.62	$499.35B	1986	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
MSG	MSG Networks Inc.	178.99	$4.29B	2015	Consumer Services	Services-Misc. Amusement & Recreation	NASDAQ	USD
MSLI	Merus Labs International Inc.	0.8599	$100.61M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
MSON	MISONIX, Inc.	9.85	$88.73M	1992	Capital Goods	Medical Specialities	NASDAQ	USD
MSTR	MicroStrategy Incorporated	194.33	$2.22B	1998	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
MTBC	Medical Transcription Billing, Corp.	0.6722	$7.01M	2014	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
MTBCP	Medical Transcription Billing, Corp.	25.36	$7.47M	NA	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
MTCH	Match Group, Inc.	16.5	$4.22B	2015	Technology	Computer Software: Programming, Data Processing	NASDAQ	USD
MTEX	Mannatech, Incorporated	19.425	$52.19M	NA	Consumer Durables	Specialty Chemicals	NASDAQ	USD
MTFB	Motif Bio plc	6.32	$61.9M	2016	Health Care	Major Pharmaceuticals	NASDAQ	USD
MTFBW	Motif Bio plc	1.37	NA	2016	Health Care	Major Pharmaceuticals	NASDAQ	USD
MTGE	MTGE Investment Corp.	16.35	$748.8M	2011	Consumer Services	Real Estate Investment Trusts	NASDAQ	USD
MTGEP	MTGE Investment Corp.	25.45	$50.9M	NA	Consumer Services	Real Estate Investment Trusts	NASDAQ	USD
MTLS	Materialise NV	8.93	$422.62M	2014	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
MTP	Midatech Pharma PLC	2.79	$46.79M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
MTRX	Matrix Service Company	16.55	$440.13M	1990	Basic Industries	Engineering & Construction	NASDAQ	USD
MTSC	MTS Systems Corporation	56.05	$934.63M	NA	Capital Goods	Industrial Machinery/Components	NASDAQ	USD
MTSI	MACOM Technology Solutions Holdings, Inc.	47.47	$3.01B	2012	Technology	Semiconductors	NASDAQ	USD
MTSL	MER Telemanagement Solutions Ltd.	0.9	$7.82M	1997	Public Utilities	Telecommunications Equipment	NASDAQ	USD
MU	Micron Technology, Inc.	23.24	$25.63B	NA	Technology	Semiconductors	NASDAQ	USD
MVIS	Microvision, Inc.	1.73	$117.8M	1996	Capital Goods	Industrial Machinery/Components	NASDAQ	USD
MXIM	Maxim Integrated Products, Inc.	45.06	$12.74B	1988	Technology	Semiconductors	NASDAQ	USD
MXPT	MaxPoint Interactive, Inc.	4.61	$30.57M	NA	Consumer Services	Advertising	NASDAQ	USD
MXWL	Maxwell Technologies, Inc.	5	$160.45M	NA	Miscellaneous	Industrial Machinery/Components	NASDAQ	USD
MYGN	Myriad Genetics, Inc.	18.98	$1.29B	1995	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances	NASDAQ	USD
MYL	Mylan N.V.	42.16	$22.56B	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
MYOK	MyoKardia, Inc.	12.2	$383.43M	2015	Health Care	Major Pharmaceuticals	NASDAQ	USD
MYOS	MYOS RENS Technology Inc.	2.7399	$14.63M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
MYRG	MYR Group, Inc.	39.22	$630.06M	NA	Basic Industries	Water Supply	NASDAQ	USD
MYSZ	My Size, Inc.	2.7	$46.99M	NA	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
MZOR	Mazor Robotics Ltd.	22.96	$488.07M	NA	Health Care	Medical/Dental Instruments	NASDAQ	USD
NAII	Natural Alternatives International, Inc.	9.225	$63.4M	NA	Consumer Durables	Specialty Chemicals	NASDAQ	USD
NAKD	Naked Brand Group Inc.	2.28	$18.59M	NA	Consumer Non-Durables	Apparel	NASDAQ	USD
NAME	Rightside Group, Ltd.	8.29	$161.01M	NA	Miscellaneous	Business Services	NASDAQ	USD
NANO	Nanometrics Incorporated	28.41	$707.88M	1984	Capital Goods	Industrial Machinery/Components	NASDAQ	USD
NATH	Nathan&#39;s Famous, Inc.	61.8	$258.11M	1993	Consumer Services	Restaurants	NASDAQ	USD
NATI	National Instruments Corporation	32.46	$4.2B	1995	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
NATR	Nature&#39;s Sunshine Products, Inc.	11.35	$212.86M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
NAUH	National American University Holdings, Inc.	2.61	$63.23M	NA	Consumer Services	Other Consumer Services	NASDAQ	USD
NAVG	The Navigators Group, Inc.	56.2	$1.64B	1986	Finance	Property-Casualty Insurers	NASDAQ	USD
NAVI	Navient Corporation	15.38	$4.66B	NA	Finance	Investment Bankers/Brokers/Service	NASDAQ	USD
NBEV	New Age Beverages Corporation	3.9	$85.41M	NA	Consumer Non-Durables	Beverages (Production/Distribution)	NASDAQ	USD
NBIX	Neurocrine Biosciences, Inc.	42.72	$3.72B	1996	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	NASDAQ	USD
NBN	Northeast Bancorp	13.35	$117.9M	NA	Finance	Major Banks	NASDAQ	USD
NBRV	Nabriva Therapeutics AG	10.9	$296.37M	2015	Health Care	Major Pharmaceuticals	NASDAQ	USD
NBTB	NBT Bancorp Inc.	41.51	$1.76B	NA	Finance	Major Banks	NASDAQ	USD
NCBS	Nicolet Bankshares Inc.	49.13	$420.21M	NA	Finance	Major Banks	NASDAQ	USD
NCIT	NCI, Inc.	14.95	$202.35M	2005	Technology	EDP Services	NASDAQ	USD
NCLH	Norwegian Cruise Line Holdings Ltd.	50.02	$11.36B	2013	Consumer Services	Marine Transportation	NASDAQ	USD
NCMI	National CineMedia, Inc.	12.08	$753.81M	2007	Consumer Services	Advertising	NASDAQ	USD
NCOM	National Commerce Corporation	37.75	$412.78M	2015	Finance	Major Banks	NASDAQ	USD
NCTY	The9 Limited	1.03	$24.63M	2004	Miscellaneous	Business Services	NASDAQ	USD
NDAQ	Nasdaq, Inc.	71.45	$11.8B	NA	Finance	Investment Bankers/Brokers/Service	NASDAQ	USD
NDLS	Noodles & Company	3.9	$108.7M	2013	Consumer Services	Restaurants	NASDAQ	USD
NDRAU	ENDRA Life Sciences Inc.	NA	NA	NA	NA	NA	NASDAQ	USD
NDRM	NeuroDerm Ltd.	23.45	$617.37M	2014	Health Care	Major Pharmaceuticals	NASDAQ	USD
NDSN	Nordson Corporation	120.6	$6.94B	NA	Capital Goods	Industrial Machinery/Components	NASDAQ	USD
NEO	NeoGenomics, Inc.	8.06	$632.81M	NA	Health Care	Precision Instruments	NASDAQ	USD
NEOG	Neogen Corporation	65.67	$2.49B	1989	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances	NASDAQ	USD
NEON	Neonode Inc.	1.67	$81.57M	NA	Capital Goods	Industrial Machinery/Components	NASDAQ	USD
NEOS	Neos Therapeutics, Inc.	5.95	$95.56M	2015	Health Care	Major Pharmaceuticals	NASDAQ	USD
NEOT	Neothetics, Inc.	1.49	$20.6M	1996	Health Care	Major Pharmaceuticals	NASDAQ	USD
NEPT	Neptune Technologies & Bioresources Inc	1.08	$84.18M	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
NERV	Minerva Neurosciences, Inc	8.65	$301.08M	2014	Health Care	Major Pharmaceuticals	NASDAQ	USD
NETE	Net Element, Inc.	0.8201	$13.64M	NA	Technology	EDP Services	NASDAQ	USD
NEWS	NewStar Financial, Inc.	9.95	$439.86M	2006	Finance	Finance: Consumer Services	NASDAQ	USD
NEWT	Newtek Business Services Corp.	16.34	$281.33M	NA	NA	NA	NASDAQ	USD
NEWTL	Newtek Business Services Corp.	25.49	NA	NA	NA	NA	NASDAQ	USD
NEWTZ	Newtek Business Services Corp.	26.51	NA	NA	NA	NA	NASDAQ	USD
NFBK	Northfield Bancorp, Inc.	18.9	$917.15M	NA	Finance	Savings Institutions	NASDAQ	USD
NFEC	NF Energy Saving Corporation	0.9797	$6.52M	NA	Capital Goods	Metal Fabrications	NASDAQ	USD
NFLX	Netflix, Inc.	143.25	$61.66B	2002	Consumer Services	Consumer Electronics/Video Chains	NASDAQ	USD
NGHC	National General Holdings Corp	25.33	$2.7B	NA	Finance	Property-Casualty Insurers	NASDAQ	USD
NGHCN	National General Holdings Corp	25.55	NA	NA	Finance	Property-Casualty Insurers	NASDAQ	USD
NGHCO	National General Holdings Corp	25.75	NA	NA	Finance	Property-Casualty Insurers	NASDAQ	USD
NGHCP	National General Holdings Corp	25.6068	$56.33M	NA	Finance	Property-Casualty Insurers	NASDAQ	USD
NGHCZ	National General Holdings Corp	26	NA	NA	Finance	Property-Casualty Insurers	NASDAQ	USD
NH	NantHealth, Inc.	7.54	$914.15M	2016	Technology	EDP Services	NASDAQ	USD
NHLD	National Holdings Corporation	3.05	$37.94M	NA	Finance	Investment Bankers/Brokers/Service	NASDAQ	USD
NHLDW	National Holdings Corporation	0.68	NA	NA	Finance	Investment Bankers/Brokers/Service	NASDAQ	USD
NHTC	Natural Health Trends Corp.	27.39	$309.16M	NA	Consumer Durables	Consumer Specialties	NASDAQ	USD
NICE	NICE Ltd	69.34	$4.16B	NA	Technology	Computer Manufacturing	NASDAQ	USD
NICK	Nicholas Financial, Inc.	11.44	$88.99M	NA	Finance	Finance Companies	NASDAQ	USD
NIHD	NII Holdings, Inc.	1.95	$196.53M	NA	Public Utilities	Telecommunications Equipment	NASDAQ	USD
NK	NantKwest, Inc.	4.55	$374.81M	2015	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	NASDAQ	USD
NKSH	National Bankshares, Inc.	37.7	$262.32M	NA	Finance	Major Banks	NASDAQ	USD
NKTR	Nektar Therapeutics	13.45	$2.06B	NA	Health Care	Major Pharmaceuticals	NASDAQ	USD
NLNK	NewLink Genetics Corporation	14.18	$413.13M	2011	Health Care	Major Pharmaceuticals	NASDAQ	USD
NLST	Netlist, Inc.	1	$60.95M	2006	Technology	Semiconductors	NASDAQ	USD
NMIH	NMI Holdings Inc	10.95	$647.64M	2013	Finance	Property-Casualty Insurers	NASDAQ	USD
NMRX	Numerex Corp.	5.07	$99.29M	NA	Consumer Durables	Telecommunications Equipment	NASDAQ	USD
NNBR	NN, Inc.	20.15	$548.88M	1994	Capital Goods	Metal Fabrications	NASDAQ	USD
NNDM	Nano Dimension Ltd.	6.69	$64.22M	NA	Technology	Electrical Products	NASDAQ	USD
NOVN	Novan, Inc.	5.1	$81.29M	2016	Health Care	Major Pharmaceuticals	NASDAQ	USD
NOVT	Novanta Inc.	24.55	$845.59M	NA	Miscellaneous	Industrial Machinery/Components	NASDAQ	USD
NRCIA	National Research Corporation	18.7	$456.86M	NA	Health Care	Biotechnology: Commercial Physical & Biological Resarch	NASDAQ	USD
NRCIB	National Research Corporation	39.5	$965.02M	NA	Health Care	Biotechnology: Commercial Physical & Biological Resarch	NASDAQ	USD
NRIM	Northrim BanCorp Inc	30.75	$212.11M	NA	Finance	Savings Institutions	NASDAQ	USD
NSEC	National Security Group, Inc.	17.24	$43.4M	NA	Finance	Life Insurance	NASDAQ	USD
NSIT	Insight Enterprises, Inc.	43.8	$1.55B	1995	Consumer Services	Catalog/Specialty Distribution	NASDAQ	USD
NSSC	NAPCO Security Technologies, Inc.	8.65	$162.64M	NA	Consumer Durables	Telecommunications Equipment	NASDAQ	USD
NSTG	NanoString Technologies, Inc.	18.83	$395.51M	2013	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	NASDAQ	USD
NSYS	Nortech Systems Incorporated	4.23	$11.62M	NA	Capital Goods	Industrial Machinery/Components	NASDAQ	USD
NTAP	NetApp, Inc.	40.95	$11.28B	1995	Technology	Electronic Components	NASDAQ	USD
NTCT	NetScout Systems, Inc.	38	$3.49B	1999	Technology	EDP Services	NASDAQ	USD
NTEC	Intec Pharma Ltd.	4.8	$54.95M	2015	Health Care	Major Pharmaceuticals	NASDAQ	USD
NTES	NetEase, Inc.	299.93	$39.43B	NA	Miscellaneous	Business Services	NASDAQ	USD
NTGR	NETGEAR, Inc.	55.9	$1.85B	2003	Public Utilities	Telecommunications Equipment	NASDAQ	USD
NTIC	Northern Technologies International Corporation	15.355	$69.48M	NA	Capital Goods	Industrial Specialties	NASDAQ	USD
NTLA	Intellia Therapeutics, Inc.	12.25	$440.94M	2016	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances	NASDAQ	USD
NTNX	Nutanix, Inc.	29.82	$4.24B	2016	Technology	Computer Software: Prepackaged Software	NASDAQ	USD
NTRA	Natera, Inc.	9.7	$508.11M	2015	Health Care	Medical Specialities	NASDAQ	USD
