Symbol	Name	LastSale	MarketCap	IPOyear	Sector	Industry	Exchange	Currency
KEY	KeyCorp	18.74	$20.23B	NA	Finance	Major Banks	NYSE	USD
KEY-PG	KeyCorp	134.53	NA	NA	NA	NA	NYSE	USD
KEY-PI	KeyCorp	27.4	NA	NA	NA	NA	NYSE	USD
KEYS	Keysight Technologies Inc.	37.55	$6.45B	2014	Capital Goods	Industrial Machinery/Components	NYSE	USD
KF	Korea Fund, Inc. (The)	34.99	$244.51M	NA	NA	NA	NYSE	USD
KFI	KKR Financial Holdings LLC	25.84	NA	NA	Finance	Finance: Consumer Services	NYSE	USD
KFN-P	KKR Financial Holdings LLC	26.52	NA	NA	NA	NA	NYSE	USD
KFS	Kingsway Financial Services, Inc.	6	$140.47M	NA	Finance	Property-Casualty Insurers	NYSE	USD
KFY	Korn/Ferry International	30.77	$1.77B	1999	Technology	Diversified Commercial Services	NYSE	USD
KGC	Kinross Gold Corporation	3.81	$4.74B	NA	Basic Industries	Precious Metals	NYSE	USD
KIM	Kimco Realty Corporation	24.38	$10.36B	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
KIM-PI	Kimco Realty Corporation	25.3954	NA	NA	NA	NA	NYSE	USD
KIM-PJ	Kimco Realty Corporation	24	NA	NA	NA	NA	NYSE	USD
KIM-PK	Kimco Realty Corporation	24.57	NA	NA	NA	NA	NYSE	USD
KIO	KKR Income Opportunities Fund	16.9	$257.81M	2013	NA	NA	NYSE	USD
KKR	KKR & Co. L.P.	18	$8.09B	NA	Finance	Investment Managers	NYSE	USD
KKR-PA	KKR & Co. L.P.	26.8463	NA	NA	NA	NA	NYSE	USD
KKR-PB	KKR & Co. L.P.	26.2501	NA	NA	NA	NA	NYSE	USD
KMB	Kimberly-Clark Corporation	133.66	$47.62B	NA	Consumer Durables	Containers/Packaging	NYSE	USD
KMF	Kayne Anderson Midstream Energy Fund, Inc	16.52	$364M	2010	NA	NA	NYSE	USD
KMG	KMG Chemicals, Inc.	36.98	$438.43M	NA	Basic Industries	Major Chemicals	NYSE	USD
KMI	Kinder Morgan, Inc.	21.24	$47.42B	2011	Public Utilities	Natural Gas Distribution	NYSE	USD
KMI-PA	Kinder Morgan, Inc.	48.73	NA	NA	NA	NA	NYSE	USD
KMI.WS	Kinder Morgan, Inc.	NA	NA	NA	NA	NA	NYSE	USD
KMM	Scudder Multi-Market Income Trust	8.72	$195.27M	NA	NA	NA	NYSE	USD
KMPA	Kemper Corporation	26.84	NA	2014	Finance	Property-Casualty Insurers	NYSE	USD
KMPR	Kemper Corporation	43.45	$2.23B	NA	Finance	Property-Casualty Insurers	NYSE	USD
KMT	Kennametal Inc.	37.63	$3.02B	NA	Capital Goods	Industrial Machinery/Components	NYSE	USD
KMX	CarMax Inc	65.83	$12.32B	NA	Consumer Durables	Automotive Aftermarket	NYSE	USD
KN	Knowles Corporation	18.66	$1.66B	2014	Consumer Non-Durables	Consumer Electronics/Appliances	NYSE	USD
KND	Kindred Healthcare, Inc.	7.6	$647.22M	NA	Health Care	Hospital/Nursing Management	NYSE	USD
KNL	Knoll, Inc.	22.45	$1.1B	2004	Consumer Durables	Office Equipment/Supplies/Services	NYSE	USD
KNOP	KNOT Offshore Partners LP	22.45	$802.85M	2013	Consumer Services	Marine Transportation	NYSE	USD
KNX	Knight Transportation, Inc.	32.15	$2.57B	NA	Transportation	Trucking Freight/Courier Services	NYSE	USD
KO	Coca-Cola Company (The)	41.78	$180.2B	NA	Consumer Non-Durables	Beverages (Production/Distribution)	NYSE	USD
KODK	Eastman Kodak Company	14.8	$626.91M	NA	Miscellaneous	Industrial Machinery/Components	NYSE	USD
KODK.WS	Eastman Kodak Company	NA	NA	NA	NA	NA	NYSE	USD
KODK.WS.A	Eastman Kodak Company	NA	NA	NA	NA	NA	NYSE	USD
KOF	Coca Cola Femsa S.A.B. de C.V.	64.89	$13.45B	1993	Consumer Non-Durables	Beverages (Production/Distribution)	NYSE	USD
KOP	Koppers Holdings Inc.	42.65	$881.27M	2006	Basic Industries	Forest Products	NYSE	USD
KORS	Michael Kors Holdings Limited	37.3	$6.06B	2011	Consumer Non-Durables	Apparel	NYSE	USD
KOS	Kosmos Energy Ltd.	5.99	$2.32B	2011	Energy	Oil & Gas Production	NYSE	USD
KR	Kroger Company (The)	33.29	$31.23B	NA	Consumer Services	Food Chains	NYSE	USD
KRA	Kraton Corporation	26.81	$828.87M	2009	Basic Industries	Major Chemicals	NYSE	USD
KRC	Kilroy Realty Corporation	77.16	$7.54B	1997	Consumer Services	Real Estate Investment Trusts	NYSE	USD
KRC-PG	Kilroy Realty Corporation	25.2001	NA	NA	NA	NA	NYSE	USD
KRC-PH	Kilroy Realty Corporation	25.2495	NA	NA	NA	NA	NYSE	USD
KRG	Kite Realty Group Trust	22.9	$1.91B	2004	Consumer Services	Real Estate Investment Trusts	NYSE	USD
KRO	Kronos Worldwide Inc	13.82	$1.6B	NA	Basic Industries	Major Chemicals	NYSE	USD
KRP	Kimbell Royalty Partners	19.25	$314.4M	2017	Energy	Oil & Gas Production	NYSE	USD
KS	KapStone Paper and Packaging Corporation	22.72	$2.2B	NA	Basic Industries	Paper	NYSE	USD
KSM	Scudder Strategic Municiple Income Trust	12.8	$143.23M	1989	NA	NA	NYSE	USD
KSS	Kohl&#39;s Corporation	42.99	$7.59B	1992	Consumer Services	Department/Specialty Retail Stores	NYSE	USD
KST	Scudder Strategic Income Trust	12.23	$53.3M	1994	NA	NA	NYSE	USD
KSU	Kansas City Southern	88.33	$9.42B	NA	Transportation	Railroads	NYSE	USD
KSU-P	Kansas City Southern	28.9717	NA	NA	Transportation	Railroads	NYSE	USD
KT	KT Corporation	15.9	$7.79B	NA	Public Utilities	Telecommunications Equipment	NYSE	USD
KTF	Scudder Municiple Income Trust	13.43	$529.1M	1988	NA	NA	NYSE	USD
KTH	Lehman ABS Corporation	31.7756	NA	NA	Finance	Finance: Consumer Services	NYSE	USD
KTN	Lehman ABS Corporation	32	NA	NA	Finance	Finance: Consumer Services	NYSE	USD
KTP	Lehman ABS Corporation	18.47	NA	NA	Finance	Finance: Consumer Services	NYSE	USD
KW	Kennedy-Wilson Holdings Inc.	21.9	$2.56B	NA	Finance	Real Estate	NYSE	USD
KWN	Kennedy-Wilson Holdings Inc.	26.2599	NA	2012	Finance	Real Estate	NYSE	USD
KWR	Quaker Chemical Corporation	135.01	$1.79B	NA	Basic Industries	Major Chemicals	NYSE	USD
KYE	Kayne Anderson Energy Total Return Fund, Inc.	12.72	$465.02M	2005	NA	NA	NYSE	USD
KYN	Kayne Anderson MLP Investment Company	21.34	$2.42B	2004	NA	NA	NYSE	USD
KYN-PF	Kayne Anderson MLP Investment Company	25.317	NA	NA	NA	NA	NYSE	USD
KYO	Kyocera Corporation	55.46	$20.39B	NA	Technology	Semiconductors	NYSE	USD
L	Loews Corporation	47.23	$15.9B	NA	Finance	Property-Casualty Insurers	NYSE	USD
LAD	Lithia Motors, Inc.	98.56	$2.48B	NA	Consumer Durables	Automotive Aftermarket	NYSE	USD
LADR	Ladder Capital Corp	13.9	$1.54B	2014	Consumer Services	Real Estate Investment Trusts	NYSE	USD
LAZ	Lazard Ltd.	42.41	$5.23B	2005	Finance	Investment Managers	NYSE	USD
LB	L Brands, Inc.	50.99	$14.58B	NA	Consumer Services	Clothing/Shoe/Accessory Stores	NYSE	USD
LBF	Scudder Global High Income Fund, Inc.	8.54	$55.36M	NA	NA	NA	NYSE	USD
LC	LendingClub Corporation	5.45	$2.15B	2014	Miscellaneous	Business Services	NYSE	USD
LCI	Lannett Co Inc	22.9	$851.64M	NA	Health Care	Major Pharmaceuticals	NYSE	USD
LCII	LCI Industries 	109.05	$2.69B	NA	NA	NA	NYSE	USD
LCM	Advent/Claymore Enhanced Growth & Income Fund	8.58	$116.71M	2005	NA	NA	NYSE	USD
LDF	Latin American Discovery Fund, Inc. (The)	10.4	$70.89M	NA	NA	NA	NYSE	USD
LDL	Lydall, Inc.	50.9	$873.31M	NA	Capital Goods	Auto Parts:O.E.M.	NYSE	USD
LDOS	Leidos Holdings, Inc.	54.08	$8.13B	NA	Technology	EDP Services	NYSE	USD
LDP	Cohen & Steers Limited Duration Preferred and Income Fund, Inc	25.6	$738.06M	2012	NA	NA	NYSE	USD
LDR	Landauer, Inc.	51.65	$496.98M	NA	Capital Goods	Industrial Machinery/Components	NYSE	USD
LEA	Lear Corporation	141.36	$9.81B	NA	Capital Goods	Auto Parts:O.E.M.	NYSE	USD
LEE	Lee Enterprises, Incorporated	2.65	$149.94M	NA	Consumer Services	Newspapers/Magazines	NYSE	USD
LEG	Leggett & Platt, Incorporated	49.43	$6.6B	NA	Consumer Durables	Home Furnishings	NYSE	USD
LEJU	Leju Holdings Limited	3.79	$512.73M	2014	Finance	Real Estate	NYSE	USD
LEN	Lennar Corporation	47.43	$11.12B	NA	Basic Industries	Homebuilding	NYSE	USD
LEN.B	Lennar Corporation	NA	NA	NA	Basic Industries	Homebuilding	NYSE	USD
LEO	Dreyfus Strategic Municipals, Inc.	8.77	$543.47M	1987	NA	NA	NYSE	USD
LFC	China Life Insurance Company Limited	15.6	$88.19B	2003	Finance	Life Insurance	NYSE	USD
LFGR	Leaf Group Ltd.	7.6	$150.19M	NA	Technology	EDP Services	NYSE	USD
LFL	LATAM Airlines Group S.A.	10.07	$5.49B	NA	Transportation	Air Freight/Delivery Services	NYSE	USD
LGF.A	Lions Gate Entertainment Corporation	NA	NA	NA	NA	NA	NYSE	USD
LGF.B	Lions Gate Entertainment Corporation	NA	NA	2016	NA	NA	NYSE	USD
LGI	Lazard Global Total Return and Income Fund	14.94	$143.5M	2004	NA	NA	NYSE	USD
LH	Laboratory Corporation of America Holdings	142.89	$14.72B	NA	Health Care	Medical Specialities	NYSE	USD
LHO	LaSalle Hotel Properties	29.19	$3.48B	1998	Consumer Services	Real Estate Investment Trusts	NYSE	USD
LHO-PH	LaSalle Hotel Properties	25.58	NA	NA	NA	NA	NYSE	USD
LHO-PI	LaSalle Hotel Properties	25.08	NA	NA	NA	NA	NYSE	USD
LHO-PJ	LaSalle Hotel Properties	24.7399	NA	NA	NA	NA	NYSE	USD
LII	Lennox International, Inc.	165.94	$7.13B	1999	Capital Goods	Industrial Machinery/Components	NYSE	USD
LITB	LightInTheBox Holding Co., Ltd.	2.89	$215.45M	2013	Consumer Services	Catalog/Specialty Distribution	NYSE	USD
LKSD	LSC Communications, Inc.	27.66	$910.01M	2016	Miscellaneous	Publishing	NYSE	USD
LL	Lumber Liquidators Holdings, Inc	17.39	$491.24M	2007	Consumer Services	RETAIL: Building Materials	NYSE	USD
LLL	L3 Technologies, Inc.	167.14	$12.92B	NA	Technology	Radio And Television Broadcasting And Communications Equipment	NYSE	USD
LLY	Eli Lilly and Company	82.87	$91.43B	NA	Health Care	Major Pharmaceuticals	NYSE	USD
LM	Legg Mason, Inc.	37.15	$3.62B	NA	Finance	Investment Managers	NYSE	USD
LMHA	Legg Mason, Inc.	26.2	NA	2016	Finance	Investment Managers	NYSE	USD
LMHB	Legg Mason, Inc.	23.4	NA	2016	NA	NA	NYSE	USD
LMT	Lockheed Martin Corporation	266	$77.22B	NA	Capital Goods	Military/Government/Technical	NYSE	USD
LN	LINE Corporation	34.56	$7.5B	2016	Technology	Computer Software: Programming, Data Processing	NYSE	USD
LNC	Lincoln National Corporation	70.82	$16.19B	NA	Finance	Life Insurance	NYSE	USD
LNC.WS	Lincoln National Corporation	NA	NA	NA	NA	NA	NYSE	USD
LND	Brasilagro Cia Brasileira De Propriedades Agricolas	3.7701	$219.52M	NA	Consumer Services	Miscellaneous	NYSE	USD
LNN	Lindsay Corporation	81.35	$866.66M	NA	Capital Goods	Industrial Machinery/Components	NYSE	USD
LNT	Alliant Energy Corporation	39.52	$8.99B	NA	Public Utilities	Power Generation	NYSE	USD
LOR	Lazard World Dividend & Income Fund, Inc.	10.43	$71.76M	2005	NA	NA	NYSE	USD
LOW	Lowe&#39;s Companies, Inc.	76.1	$66.2B	NA	Consumer Services	RETAIL: Building Materials	NYSE	USD
LPG	Dorian LPG Ltd.	9.45	$519.44M	2014	Transportation	Marine Transportation	NYSE	USD
LPI	Laredo Petroleum, Inc.	13.62	$3.29B	2011	Energy	Oil & Gas Production	NYSE	USD
LPL	LG Display Co., Ltd.	12.36	$8.85B	2004	Capital Goods	Industrial Machinery/Components	NYSE	USD
LPT	Liberty Property Trust	39.66	$5.83B	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
LPX	Louisiana-Pacific Corporation	23.39	$3.38B	NA	Basic Industries	Forest Products	NYSE	USD
LQ	La Quinta Holdings Inc.	14.05	$1.64B	2014	Consumer Services	Hotels/Resorts	NYSE	USD
LRN	K12 Inc	18.08	$735.19M	NA	Consumer Services	Other Consumer Services	NYSE	USD
LSI	Life Storage, Inc.	88.61	$4.12B	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
LTC	LTC Properties, Inc.	47.55	$1.86B	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
LUB	Luby&#39;s, Inc.	3.42	$99.33M	NA	Consumer Services	Restaurants	NYSE	USD
LUK	Leucadia National Corporation	25.69	$9.25B	NA	Consumer Non-Durables	Meat/Poultry/Fish	NYSE	USD
LUV	Southwest Airlines Company	58.54	$36.02B	NA	Transportation	Air Freight/Delivery Services	NYSE	USD
LUX	Luxottica Group, S.p.A.	52.4	$25.18B	1990	Health Care	Ophthalmic Goods	NYSE	USD
LVLT	Level 3 Communications, Inc.	57.61	$20.74B	2011	Public Utilities	Telecommunications Equipment	NYSE	USD
LVS	Las Vegas Sands Corp.	52.17	$41.46B	2004	Consumer Services	Hotels/Resorts	NYSE	USD
LW	Lamb Weston Holdings, Inc.	39.58	$5.78B	2016	Consumer Non-Durables	Packaged Foods	NYSE	USD
LXFR	Luxfer Holdings PLC	11.21	$293.7M	2012	Basic Industries	Major Chemicals	NYSE	USD
LXFT	Luxoft Holding, Inc.	57.95	$1.93B	2013	Technology	EDP Services	NYSE	USD
LXP	Lexington Realty Trust	11.23	$2.66B	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
LXP-PC	Lexington Realty Trust	50.0001	NA	NA	NA	NA	NYSE	USD
LXU	Lsb Industries Inc.	8.77	$244.78M	NA	Basic Industries	Major Chemicals	NYSE	USD
LYB	LyondellBasell Industries NV	92.43	$37.21B	NA	Basic Industries	Major Chemicals	NYSE	USD
LYG	Lloyds Banking Group Plc	3.5	$62.46B	NA	Finance	Commercial Banks	NYSE	USD
LYV	Live Nation Entertainment, Inc.	28.84	$5.87B	NA	Consumer Services	Services-Misc. Amusement & Recreation	NYSE	USD
LZB	La-Z-Boy Incorporated	26.8	$1.31B	NA	Consumer Durables	Home Furnishings	NYSE	USD
M	Macy&#39;s Inc	33.17	$10.09B	NA	Consumer Services	Department/Specialty Retail Stores	NYSE	USD
MA	Mastercard Incorporated	111	$123.09B	2006	Miscellaneous	Business Services	NYSE	USD
MAA	Mid-America Apartment Communities, Inc.	102.05	$11.58B	1994	Consumer Services	Real Estate Investment Trusts	NYSE	USD
MAA-PI	Mid-America Apartment Communities, Inc.	68	NA	NA	NA	NA	NYSE	USD
MAC	Macerich Company (The)	67.21	$9.68B	1994	Consumer Services	Real Estate Investment Trusts	NYSE	USD
MAIN	Main Street Capital Corporation	37.48	$1.99B	2007	NA	NA	NYSE	USD
MAN	ManpowerGroup	97.36	$6.59B	NA	Technology	Professional Services	NYSE	USD
MANU	Manchester United Ltd.	16.95	$2.78B	2012	Consumer Services	Services-Misc. Amusement & Recreation	NYSE	USD
MAS	Masco Corporation	34.02	$10.9B	NA	Basic Industries	Forest Products	NYSE	USD
MATX	Matson, Inc.	33.38	$1.43B	NA	Consumer Services	Marine Transportation	NYSE	USD
MAV	Pioneer Municipal High Income Advantage Trust	11.05	$263.8M	NA	NA	NA	NYSE	USD
MBI	MBIA, Inc.	10.47	$1.42B	1987	Finance	Property-Casualty Insurers	NYSE	USD
MBLY	Mobileye N.V.	47.08	$10.3B	2014	Technology	Computer Software: Prepackaged Software	NYSE	USD
MBT	Mobile TeleSystems OJSC	10.57	$10.92B	NA	Public Utilities	Telecommunications Equipment	NYSE	USD
MC	Moelis & Company	37.1	$976.79M	2014	Finance	Investment Managers	NYSE	USD
MCA	Blackrock MuniYield California Insured Fund, Inc.	14.66	$504.25M	1992	NA	NA	NYSE	USD
MCC	Medley Capital Corporation	7.67	$417.82M	2011	NA	NA	NYSE	USD
MCD	McDonald&#39;s Corporation	128.65	$105.31B	NA	Consumer Services	Restaurants	NYSE	USD
MCI	Barings Corporate Investors	14.82	$292.71M	NA	NA	NA	NYSE	USD
MCK	McKesson Corporation	150.85	$31.99B	NA	Health Care	Other Pharmaceuticals	NYSE	USD
MCN	Madison Covered Call & Equity Strategy Fund	8.09	$155.88M	2004	NA	NA	NYSE	USD
MCO	Moody&#39;s Corporation	113.29	$21.6B	NA	Finance	Finance: Consumer Services	NYSE	USD
MCR	MFS Charter Income Trust	8.67	$446.51M	1989	NA	NA	NYSE	USD
MCRN	Milacron Holdings Corp.	18.48	$1.27B	2015	Technology	Industrial Machinery/Components	NYSE	USD
MCS	Marcus Corporation (The)	31.9	$881.45M	NA	Consumer Services	Movies/Entertainment	NYSE	USD
MCV	Medley Capital Corporation	25.35	NA	NA	NA	NA	NYSE	USD
MCX	Medley Capital Corporation	25.777	NA	2015	NA	NA	NYSE	USD
MCY	Mercury General Corporation	58.48	$3.23B	NA	Finance	Property-Casualty Insurers	NYSE	USD
MD	Mednax, Inc	71.17	$6.68B	NA	Health Care	Hospital/Nursing Management	NYSE	USD
MDC	M.D.C. Holdings, Inc.	29.7	$1.53B	NA	Capital Goods	Homebuilding	NYSE	USD
MDLQ	Medley LLC	25.37	NA	2017	Finance	Investment Managers	NYSE	USD
MDLX	Medley LLC	24.7	NA	2016	Finance	Investment Managers	NYSE	USD
MDLY	Medley Management Inc.	9.85	$287.05M	2014	Finance	Investment Managers	NYSE	USD
MDP	Meredith Corporation	63.3	$2.82B	NA	Consumer Services	Newspapers/Magazines	NYSE	USD
MDR	McDermott International, Inc.	7.49	$1.81B	NA	Capital Goods	Metal Fabrications	NYSE	USD
MDT	Medtronic plc	81.03	$111.26B	NA	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	NYSE	USD
MDU	MDU Resources Group, Inc.	27.13	$5.3B	NA	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	NYSE	USD
MED	MEDIFAST INC	44.96	$532.7M	NA	Consumer Non-Durables	Packaged Foods	NYSE	USD
MEI	Methode Electronics, Inc.	42.2	$1.55B	NA	Capital Goods	Electrical Products	NYSE	USD
MEN	Blackrock MuniEnhanced Fund, Inc.	11.54	$342.09M	1989	NA	NA	NYSE	USD
MEP	Midcoast Energy Partners, L.P.	7.95	$359.5M	2013	Public Utilities	Oil & Gas Production	NYSE	USD
MER-PK	Merrill Lynch & Co., Inc.	25.73	NA	NA	NA	NA	NYSE	USD
MER-PP	Merrill Lynch & Co., Inc.	26.01	NA	NA	NA	NA	NYSE	USD
MET	MetLife, Inc.	52.49	$57.5B	2000	Finance	Life Insurance	NYSE	USD
MET-PA	MetLife, Inc.	24.96	NA	NA	NA	NA	NYSE	USD
MFA	MFA Financial, Inc.	8.04	$3B	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
MFA-PB	MFA Financial, Inc.	25.3094	NA	NA	NA	NA	NYSE	USD
MFC	Manulife Financial Corp	18.2	$35.95B	NA	Finance	Life Insurance	NYSE	USD
MFCB	MFC Bancorp Ltd.	2.02	$127.55M	NA	Finance	Commercial Banks	NYSE	USD
MFD	Macquarie/First Trust Global	12.11	$103.46M	2004	NA	NA	NYSE	USD
MFG	Mizuho Financial Group, Inc.	3.74	$47.43B	NA	Finance	Major Banks	NYSE	USD
MFL	Blackrock MuniHoldings Investment Quality Fund	14.61	$552.57M	1997	NA	NA	NYSE	USD
MFM	MFS Municipal Income Trust	6.98	$287.49M	1986	NA	NA	NYSE	USD
MFO	MFA Financial, Inc.	25.35	NA	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
MFS	Manitowoc Food Service, Inc.	18.37	$2.55B	2016	Technology	Industrial Machinery/Components	NYSE	USD
MFT	Blackrock MuniYield Investment QualityFund	14.24	$120.67M	1992	NA	NA	NYSE	USD
MFV	MFS Special Value Trust	5.81	$41.16M	NA	NA	NA	NYSE	USD
MG	Mistras Group Inc	23.02	$662.9M	2009	Consumer Services	Military/Government/Technical	NYSE	USD
MGA	Magna International, Inc.	43.05	$16.47B	NA	Capital Goods	Auto Parts:O.E.M.	NYSE	USD
MGF	MFS Government Markets Income Trust	5.06	$164.96M	1987	NA	NA	NYSE	USD
MGM	MGM Resorts International	26.39	$15.15B	NA	Consumer Services	Hotels/Resorts	NYSE	USD
MGP	MGM Growth Properties LLC	25.36	$1.46B	2016	Consumer Services	Real Estate Investment Trusts	NYSE	USD
MGR	Affiliated Managers Group, Inc.	25.79	NA	2012	Finance	Investment Managers	NYSE	USD
MGU	Macquarie Global Infrastructure Total Return Fund Inc.	21.97	$273.93M	2005	NA	NA	NYSE	USD
MH-PA	Maiden Holdings, Ltd.	26.23	NA	NA	NA	NA	NYSE	USD
MH-PC	Maiden Holdings, Ltd.	26.42	NA	NA	NA	NA	NYSE	USD
MHD	Blackrock MuniHoldings Fund, Inc.	16.63	$235.53M	1997	NA	NA	NYSE	USD
MHF	Western Asset Municipal High Income Fund, Inc.	7.34	$158.79M	1988	NA	NA	NYSE	USD
MHG	Marine Harvest ASA	17.39	$7.87B	NA	NA	NA	NYSE	USD
MHI	Pioneer Municipal High Income Trust	11.74	$267.34M	2003	NA	NA	NYSE	USD
MHK	Mohawk Industries, Inc.	225.96	$16.76B	NA	Consumer Durables	Home Furnishings	NYSE	USD
MHLA	Maiden Holdings, Ltd.	25.62	NA	2016	NA	NA	NYSE	USD
MHN	Blackrock MuniHoldings New York Quality Fund, Inc.	13.68	$425.89M	1997	NA	NA	NYSE	USD
MHNB	Maiden Holdings, Ltd.	25.47	NA	2012	Finance	Property-Casualty Insurers	NYSE	USD
MHNC	Maiden Holdings, Ltd.	26.78	NA	2013	Finance	Property-Casualty Insurers	NYSE	USD
MHO	M/I Homes, Inc.	23.52	$582.41M	1993	Capital Goods	Homebuilding	NYSE	USD
MHO-PA	M/I Homes, Inc.	26.05	NA	NA	NA	NA	NYSE	USD
MIC	Macquarie Infrastructure Company	75.67	$6.21B	2004	Energy	Oil Refining/Marketing	NYSE	USD
MIE	Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.	11.44	$306.52M	2013	NA	NA	NYSE	USD
MIN	MFS Intermediate Income Trust	4.33	$509.78M	1988	NA	NA	NYSE	USD
MITT	AG Mortgage Investment Trust, Inc.	18.07	$500.54M	2011	NA	NA	NYSE	USD
MITT-PA	AG Mortgage Investment Trust, Inc.	25.214	NA	NA	NA	NA	NYSE	USD
MITT-PB	AG Mortgage Investment Trust, Inc.	24.69	NA	NA	NA	NA	NYSE	USD
MIXT	MiX Telematics Limited	7.1	$159.68M	2013	Technology	Computer Software: Prepackaged Software	NYSE	USD
MIY	Blackrock MuniYield Michigan Quality Fund, Inc.	13.65	$403.74M	1992	NA	NA	NYSE	USD
MJN	Mead Johnson Nutrition Company	87.89	$16.12B	2009	Consumer Non-Durables	Packaged Foods	NYSE	USD
MKC	McCormick & Company, Incorporated	99.33	$12.44B	NA	Consumer Non-Durables	Packaged Foods	NYSE	USD
MKC.V	McCormick & Company, Incorporated	NA	NA	NA	Consumer Non-Durables	Packaged Foods	NYSE	USD
MKL	Markel Corporation	976.98	$13.67B	1986	Finance	Property-Casualty Insurers	NYSE	USD
MLI	Mueller Industries, Inc.	41.92	$2.41B	NA	Capital Goods	Metal Fabrications	NYSE	USD
MLM	Martin Marietta Materials, Inc.	210.05	$13.33B	1994	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	NYSE	USD
MLP	Maui Land & Pineapple Company, Inc.	8.55	$162.63M	NA	Finance	Real Estate	NYSE	USD
MLR	Miller Industries, Inc.	25.5	$289.31M	NA	Capital Goods	Construction/Ag Equipment/Trucks	NYSE	USD
MMC	Marsh & McLennan Companies, Inc.	73.51	$37.78B	NA	Finance	Specialty Insurers	NYSE	USD
MMD	MainStay DefinedTerm Municipal Opportunities Fund	19.35	$533.18M	2012	NA	NA	NYSE	USD
MMI	Marcus & Millichap, Inc.	27.17	$1.02B	2013	Finance	Real Estate	NYSE	USD
MMM	3M Company	187.41	$111.73B	NA	Health Care	Medical/Dental Instruments	NYSE	USD
MMP	Magellan Midstream Partners L.P.	77.98	$17.78B	NA	Energy	Natural Gas Distribution	NYSE	USD
MMS	Maximus, Inc.	60.31	$3.91B	1997	Miscellaneous	Business Services	NYSE	USD
MMT	MFS Multimarket Income Trust	6.15	$460.68M	1987	NA	NA	NYSE	USD
MMU	Western Asset Managed Municipals Fund, Inc.	13.82	$595.03M	1992	NA	NA	NYSE	USD
MN	Manning & Napier, Inc.	6.45	$96.78M	2011	Finance	Investment Managers	NYSE	USD
MNE	Blackrock Muni New York Intermediate Duration Fund Inc	13.58	$57.17M	2003	NA	NA	NYSE	USD
MNI	McClatchy Company (The)	11.51	$87.19M	1988	Consumer Services	Newspapers/Magazines	NYSE	USD
MNK	Mallinckrodt plc	53.38	$5.59B	2013	Health Care	Major Pharmaceuticals	NYSE	USD
MNP	Western Asset Municipal Partners Fund, Inc.	15.4701	$150.35M	1993	NA	NA	NYSE	USD
MNR	Monmouth Real Estate Investment Corporation	14.75	$1.05B	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
MNR-PB	Monmouth Real Estate Investment Corporation	25.58	NA	NA	NA	NA	NYSE	USD
MNR-PC	Monmouth Real Estate Investment Corporation	25.1	NA	NA	NA	NA	NYSE	USD
MO	Altria Group	74.43	$144.56B	NA	Consumer Non-Durables	Farming/Seeds/Milling	NYSE	USD
MOD	Modine Manufacturing Company	11.7	$585.83M	NA	Capital Goods	Auto Parts:O.E.M.	NYSE	USD
MODN	Model N, Inc.	11	$309.91M	2013	Technology	Computer Software: Programming, Data Processing	NYSE	USD
MOG.A	Moog Inc.	NA	NA	NA	NA	NA	NYSE	USD
MOG.B	Moog Inc.	NA	NA	NA	NA	NA	NYSE	USD
MOH	Molina Healthcare Inc	48.83	$2.77B	2003	Health Care	Medical Specialities	NYSE	USD
MON	Monsanto Company	112.96	$49.54B	NA	Basic Industries	Agricultural Chemicals	NYSE	USD
MORE	Monogram Residential Trust, Inc.	10.39	$1.73B	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
MOS	Mosaic Company (The)	31.42	$11B	NA	Basic Industries	Agricultural Chemicals	NYSE	USD
MOV	Movado Group Inc.	25.2	$577.91M	NA	Consumer Non-Durables	Consumer Specialties	NYSE	USD
MP-PD	Mississippi Power Company	25.49	NA	NA	NA	NA	NYSE	USD
MPA	Blackrock MuniYield Pennsylvania Quality Fund	14.42	$192.54M	1992	NA	NA	NYSE	USD
MPC	Marathon Petroleum Corporation	50.03	$26.41B	NA	Energy	Integrated oil Companies	NYSE	USD
MPG	Metaldyne Performance Group Inc.	23.15	$1.54B	2014	Capital Goods	Auto Parts:O.E.M.	NYSE	USD
MPLX	MPLX LP	37.19	$13.43B	2012	Energy	Natural Gas Distribution	NYSE	USD
MPSX	Multi Packaging Solutions International Limited	17.84	$1.39B	2015	Consumer Durables	Containers/Packaging	NYSE	USD
MPV	Barings Participation Investors	14.05	$145.69M	1988	NA	NA	NYSE	USD
MPW	Medical Properties Trust, Inc.	13.36	$4.28B	2005	Consumer Services	Real Estate Investment Trusts	NYSE	USD
